DISTNAME,DISTRICT,DZCNTYNM,REGION,DZRATING,DZCAMPUS,DPETALLC,DPETBLAP,DPETHISP,DPETWHIP,DPETINDP,DPETASIP,DPETPCIP,DPETTWOP,DPETECOP,DPETLEPP,DPETSPEP,DPETBILP,DPETVOCP,DPETGIFP,DA0AT13R,DA0912DR13R,DAGC4X13R,DAGC5X12R,DA0GR13N,DA0GH13N,DA00A001S14R,DA00AR01S14R,DA00AW01S14R,DA00AM01S14R,DA00AC01S14R,DA00AS01S14R,DB00A001S14R,DH00A001S14R,DW00A001S14R,DI00A001S14R,D300A001S14R,D400A001S14R,D200A001S14R,DE00A001S14R,DA0CT13R,DA0CC13R,DA0CSA13R,DA0CAA13R,DPSATOFC,DPSTTOFC,DPSCTOFP,DPSSTOFP,DPSUTOFP,DPSTTOFP,DPSETOFP,DPSXTOFP,DPSCTOSA,DPSSTOSA,DPSUTOSA,DPSTTOSA,DPSAMIFP,DPSAKIDR,DPSTKIDR,DPST05FP,DPSTEXPA,DPSTADFP,DPSTURNR,DPSTBLFP,DPSTHIFP,DPSTWHFP,DPSTO2FP,DPSTREFP,DPSTSPFP,DPSTCOFP,DPSTBIFP,DPSTVOFP,DPSTGOFP,DPFVTOTK,DPFTADPR,DPFRAALLT,DPFRAALLK,DPFRASTAP,DZRVLOCP,DPFRAFEDP,DPFUNAB1T,DPFUNA4T,DPFEAALLT,DPFEAOPFT,DPFEAOPFK,DPFEAINSP,DZEXADMP,DZEXADSP,DZEXPLAP,DZEXOTHP,DPFEAINST,DPFEAINSK,DPFPAREGP,DPFPASPEP,DPFPACOMP,DPFPABILP,DPFPAVOCP,DPFPAGIFP,DPFPAATHP,DPFPAHSAP,DPFPREKP,DPFPAOTHP,DISTSIZE,COMMTYPE,PROPWLTH,TAXRATE
WESTLAKE ACADEMY CHARTER SCHOOL,220810,220 TARRANT,11,Met Standard,1,695,3.7,10.6,70.6,0.6,10.4,0,4,0,0.1,4.2,0.1,0,0,96.7,0,97.6,100,40,40,92,96,93,87,93,88,98,85,93,100,93,.,87,.,-2,67.4,1733,25.8,83.3,50.4,0,6,10.1,60.5,11.4,12,.,75445,55258,49763,8.4,8.3,13.8,80.9,2.3,15.9,23,0,7.2,82.9,9.9,98,2,0,0,0,0,.,.,5936543,8861,79.1,19.5,1.4,0,931094,5762653,5675808,8471,60.9,11.4,6,10.8,10.9,3458117,5161,90,8.1,0,0,0,0,1.9,0,0,0,500 to 999,Charters,Non-taxing entities,Non-taxing entities
EAST FORT WORTH MONTESSORI ACADEMY,220811,220 TARRANT,11,Met Standard,2,532,45.3,32.7,15,0.4,3.9,0.2,2.4,82.1,33.6,4.1,33.5,0,5.3,97,.,.,.,.,.,75,83,80,67,67,.,79,67,83,.,82,-1,54,74,.,.,.,.,72.6,39.4,1.4,11,4.7,54.3,8.3,20.3,96372,53537,50911,41591,62.9,7.3,13.5,82.2,3.1,12.6,32.9,31.7,15.2,42.9,10.1,94.9,5.1,0,0,0,0,.,.,4679546,8524,80.2,9.7,10.1,0,0,4959752,4791885,8728,53.7,10,9.7,13.5,13.2,2573048,4687,69.7,4.9,20.5,3,0,2,0,0,0,0,500 to 999,Charters,Non-taxing entities,Non-taxing entities
RICHARD MILBURN ACADEMY (FORT WORT,220812,220 TARRANT,11,Met Alternative Standard,1,200,34.5,40.5,20.5,0.5,0,0,4,77.5,0.5,11.5,0.5,55.5,0,79.1,31,19.1,40.5,41,11,37,30,.,22,53,60,32,37,47,.,.,.,-1,38,0,.,.,.,19.1,11.1,1.8,6.1,11.8,57.9,5.1,17.3,69647,71769,49484,44161,34.5,10.5,18.1,54.9,5.1,26.7,62.7,26.7,3.1,61.3,8.9,87.5,3,0,0,9.5,0,.,.,1543302,7874,89.3,0,10.7,0,0,1487978,1470360,7502,40.8,24.9,11.9,12,10.5,599611,3059,56.1,9.4,24,0,3.7,0,0.3,6.5,0,0,Under 500,Charters,Non-taxing entities,Non-taxing entities
HARMONY SCIENCE ACAD (FORT WORTH),220813,220 TARRANT,11,Met Standard,6,3652,26.2,29.3,33.7,0.5,7.8,0.1,2.4,50.1,14.7,3.9,13.4,9.1,9.7,96.9,0,97.9,.,46,45,84,87,77,82,85,81,81,81,88,90,91,-1,84,79,-2,60.8,1660,23.7,314.8,243.8,0.6,9,0.9,77.4,0.1,12,79005,58593,48180,42880,21.7,11.6,15,91.1,2.1,9.9,32.7,7.6,8.2,80.5,3.7,87,5.9,0,4.8,2.2,0.1,.,.,25428641,7431,89.9,3.8,6.4,0,1512235,23841951,21817269,6376,56.4,5.5,11.5,16.6,10.1,12312014,3598,80.1,7,9.5,2.2,0.2,1,0,0,0,0,"3,000 to 4,999",Charters,Non-taxing entities,Non-taxing entities
TEXAS SCHOOL OF THE ARTS,220814,220 TARRANT,11,Met Standard,1,329,12.8,18.5,61.1,0.9,1.5,0,5.2,11.9,0.6,6.7,0.6,0,6.4,96.4,.,.,.,.,.,84,92,81,83,73,72,71,81,88,89,91,.,77,81,.,.,.,.,33.8,24,2.2,5.9,7.4,71.1,3,10.4,54384,51015,23843,48474,16.3,9.7,13.7,52.1,6.6,29.2,20.9,4.2,4.2,83.3,8.3,97.9,2.1,0,0,0,0,.,.,2078263,7021,95.2,3.9,1,0,4803070,2377120,2377120,8031,63.1,4.7,4.4,23.6,4.3,1498772,5063,93.3,6.1,0.2,0.1,0,0.4,0,0,0,0,Under 500,Charters,Non-taxing entities,Non-taxing entities
CHAPEL HILL ACADEMY,220815,220 TARRANT,11,Met Standard,1,502,55.6,21.7,17.7,0,0.8,0.6,3.6,62.2,5.2,8,5.2,0,6.8,97.5,.,.,.,.,.,73,81,66,71,55,.,65,77,89,.,100,-1,89,66,.,.,.,.,45,31.6,0,2.2,4.4,70.3,13.3,9.7,.,77774,48402,47945,27.5,11.2,15.9,62,6.5,19,25.8,9.5,6.3,84.2,0,98.1,0,0,0,0,1.9,.,.,4135858,8475,83.2,8.4,8.5,0,353764,3937035,3935845,8065,68.8,3.3,4.3,12.1,11.5,2707585,5548,92.3,3.7,4,0,0,0,0,0,0,0,500 to 999,Charters,Non-taxing entities,Non-taxing entities
UPLIFT EDUCATION-SUMMIT INTERNATIO,220816,220 TARRANT,11,Met Standard,6,2379,26,60.1,6.6,0.1,4.5,0.1,2.4,75,26.5,6,24.8,16.9,0,97.3,0,100,.,26,26,77,80,70,76,85,69,72,77,88,.,93,-1,89,75,61.5,25,.,20.3,268.5,152.2,1.9,2.2,25,56.7,4.2,10,97666,52387,55826,45441,50.8,8.9,15.6,95.4,1.3,16.5,45.8,22.8,16.8,50.6,9.7,92.6,6.1,0,0.4,0.9,0,.,.,16799142,9929,73.6,11.7,14.8,0,1030661,17581629,15151053,8955,50.6,10.7,10.5,16.4,11.8,7672211,4534,80.6,11.4,5.2,1.4,0.6,0,0.3,0.4,0,0,"1,600 to 2,999",Charters,Non-taxing entities,Non-taxing entities
NEWMAN INTERNATIONAL ACADEMY OF AR,220817,220 TARRANT,11,Met Standard,1,719,33,22.5,33.9,0.3,6.3,0,4,47,6.1,6.3,5.6,17.9,4.6,95.9,0,.,.,.,.,74,82,68,70,68,65,62,77,77,-1,89,.,82,72,.,.,.,.,82.5,48.7,2.4,7.3,9.2,59,10.4,11.7,67000,51389,40988,36720,17.8,8.7,14.8,70.5,6,26.7,36.9,14.4,1.7,79.8,4.1,88.8,2.8,4.1,0,3.2,1,.,.,3624885,7631,92.2,1.6,6.1,0,0,3680316,3680316,7748,56.8,11.2,10.3,10.9,10.9,2090799,4402,65.4,8,19.5,1.7,0,1,2.9,0.6,0.9,0,500 to 999,Charters,Non-taxing entities,Non-taxing entities
PRIME PREP ACADEMY,220818,220 TARRANT,11,Improvement Required,2,606,90.6,5.6,2,0.5,0,0,1.3,67.5,0,4.1,0,4,0,96.1,1.7,.,.,15,14,50,52,38,43,35,72,50,45,-1,-1,.,.,-1,44,26.7,-1,-1,.,67.9,43.7,4.4,8.8,13.5,64.4,4.4,4.4,73000,65583,41520,36635,89.7,8.9,13.9,97.7,0.6,16.3,51.7,84,0,9.1,6.9,94.5,4.6,0,0,0.9,0,.,.,5352470,9276,80.2,5.2,14.6,0,18095,5258358,5251629,9102,45.5,11.5,7.9,25.3,9.7,2389727,4142,74.3,3.1,16.9,0.2,0,0,4.6,0.9,0,0,500 to 999,Charters,Non-taxing entities,Non-taxing entities
ARLINGTON ISD,220901,220 TARRANT,11,Met Standard,77,64629,24.3,43.8,23,0.5,6.3,0.2,2,68.5,26,8.1,25.6,21.5,6.2,95.9,2.5,85.1,88.8,3760,2768,73,73,67,72,76,75,66,68,85,74,89,74,79,67,61.4,27.5,1435,20.8,8055,4113.2,0.5,2.5,10,51.1,10.7,25.2,102825,75620,62114,53699,40.3,8,15.7,33.1,11.4,25.2,11.6,12.5,14.3,69.4,3.8,72,9,0.3,9.7,3.2,5.7,291741,1.301,550179845,8476,43.3,48.8,7.9,124747892,0,591810865,503437764,7756,62.2,4,4.9,10.7,18.3,313123301,4824,58.5,14.1,8.8,5.5,2.6,3.4,1.6,1.2,1.9,2.3,"50,000 and over",Major Urban,"$282,185 to < $299,922",$1.2365 to under $1.3593
BIRDVILLE ISD,220902,220 TARRANT,11,Met Standard,32,24252,7.9,38.7,45,0.7,4.9,0.3,2.5,56.6,18,9.5,18.3,25.8,10.4,95.4,1.8,88.4,91.7,1471,1108,81,81,74,82,84,79,73,75,86,78,89,76,83,74,54.8,29.4,1458,21.4,2928.1,1568.9,1.3,2.7,9.4,53.6,8.9,24.2,96746,79641,62740,54385,21.2,8.3,15.5,36.2,11,27.2,13.7,2.4,10.9,83.9,2.7,65.2,10.5,7.3,5.6,4.8,6.6,284488,1.435,233257949,9671,41.3,46.9,11.8,16324847,0,229393114,196559619,8150,60.4,5.4,5.5,8.8,19.9,118623131,4918,62.5,15.8,10.3,1.2,3.5,0.7,2.4,1.1,1.2,1.3,"10,000 to 24,999",Major Suburban,"$282,185 to < $299,922",$1.3593 and over
EVERMAN ISD,220904,220 TARRANT,11,Met Standard,10,5507,40.5,51.7,5.6,0.1,0.6,0,1.4,85.9,24.6,7.8,26.2,17.6,3.5,95.7,1.6,92.5,93.9,275,260,74,74,68,75,76,66,70,76,78,83,98,-1,77,73,56.4,3.9,1217,16.1,637.7,349.7,1.7,4.7,7.2,54.8,15.5,16.1,104245,72322,61532,52805,46.9,8.6,15.7,38.7,10.1,15,19.6,22.3,16.9,57.7,3.1,78.5,9.4,5.3,1.8,2.9,2.1,196561,1.395,52478619,9745,57.4,31.1,11.5,6053830,0,52520467,45770819,8500,58.4,5.4,6.5,11,18.8,26722881,4962,58.3,14.1,13.4,1.6,2.9,0.3,3.3,1.4,2.8,2.1,"5,000 to 9,999",Major Suburban,"$181,217 to < $200,649",$1.3593 and over
FORT WORTH ISD,220905,220 TARRANT,11,Met Standard,142,84360,22.7,62.8,11,0.2,2,0.1,1.3,77.2,30.6,7.5,29.2,19.2,8.5,94.7,2.9,82.1,83.7,3646,3083,67,66,61,67,70,69,56,67,85,72,64,73,75,64,62.5,15.2,1316,18.2,9775.1,5217.5,0.4,3.1,13,53.4,8.1,22.1,115997,76105,63642,53804,55.2,8.6,16.2,36.9,10.4,27.6,15.3,22.9,19.5,55.9,1.7,72.5,6.9,1.2,7.4,2.9,9.1,302386,1.322,806029105,9681,42,46.1,11.9,150376643,0,838485979,706854389,8490,56.8,4.9,6.2,10.9,21.1,401491517,4822,55.2,12.6,14.4,7.6,2.1,2.1,1.7,0.6,2.7,1.1,"50,000 and over",Major Urban,"$299,922 to < $312,844",$1.2365 to under $1.3593
GRAPEVINE-COLLEYVILLE ISD,220906,220 TARRANT,11,Met Standard,19,13469,4.4,22.8,59,0.5,8.6,0.1,4.5,22.5,8.7,7.2,10.5,25.4,18.2,96.7,0.2,97.7,98,1106,955,89,90,88,87,89,89,75,79,92,86,96,86,91,73,80.3,55,1628,24.5,1684.1,875.6,1.4,2.9,10.5,52,5.9,27.3,94297,76650,62836,52903,19.3,8,15.4,22.7,13,34.2,16.3,1.1,9.4,87.5,2.1,84,7.6,0.2,2.6,3,2.6,759356,1.32,153430662,11512,9.4,83.9,6.7,31213826,0,170344276,112445687,8437,60.1,5.7,5.4,10.7,18.1,67595178,5072,68.8,15.1,3,4.9,2,1.2,2.7,1,0,1.4,"10,000 to 24,999",Major Suburban,"$683,703 to < $2,233,241",$1.2365 to under $1.3593
KELLER ISD,220907,220 TARRANT,11,Met Standard,40,33685,8,21.1,58.6,0.7,7.7,0.2,3.7,23.6,6.3,8.1,6.1,20.7,11.4,96.2,0.7,95.1,96.3,2172,1777,88,90,82,88,87,89,80,83,90,80,91,80,89,79,72.6,41.1,1545,22.8,3621.5,2032.6,0.7,3.2,9.6,56.1,7.5,22.9,102606,75744,59711,53371,23,9.3,16.6,29.5,10.9,21.8,10.2,3.1,8.2,85.9,2.9,74.3,10.4,1.8,1.2,3.1,9.2,330432,1.54,310726533,9344,30.1,65.9,4.1,27599602,0,307584280,234601086,7055,61.5,5.1,5.8,8.7,18.9,144156773,4335,67.9,16.6,3.9,2.5,3.1,0.5,2.9,1.4,0.8,0.5,"25,000 to 49,999",Major Suburban,"$324,855 to < $340,343",$1.3593 and over
MANSFIELD ISD,220908,220 TARRANT,11,Met Standard,42,32735,26.5,24.7,37.3,0.4,6.4,0.1,4.5,38.2,10.8,8.3,10.7,24.2,7,96.7,1.2,91.6,94.4,2159,1674,84,84,82,84,82,83,77,80,89,79,93,60,88,76,71.3,26.6,1440,20.8,4128.9,2105.1,0.9,2.6,6.9,51,7.6,30.9,112459,78106,63802,54925,33.3,7.9,15.6,26,11.5,25.9,12.5,12.5,7.9,74.4,5.2,76.9,8.8,3.6,3.2,4.3,3.2,284953,1.54,303073302,9231,41.8,52.3,6,82380282,0,350567436,250088395,7617,58.4,4.4,6.3,11.3,19.7,146045802,4448,54.1,16.9,3.2,2.9,3,14,2.7,1.2,1,1,"25,000 to 49,999",Major Suburban,"$282,185 to < $299,922",$1.3593 and over
LAKE WORTH ISD,220910,220 TARRANT,11,Met Standard,6,3213,11.4,58,26.5,0.4,1,0.2,2.5,77,18.8,9.1,18.2,32,5.4,95,1.5,86.9,90.6,131,111,71,69,68,76,72,60,69,67,80,30,83,100,87,68,60.3,6.3,1245,17,469.3,222.8,0.9,2.8,7.7,47.5,7.7,33.6,90229,69251,53418,49683,27.3,6.8,14.4,36.1,9.8,22.8,19,2.6,13.9,82.6,0.9,66.8,10.5,5.1,9.9,5.7,1.9,215969,1.67,34121729,10522,52.9,37.6,9.6,7807267,0,34536384,27301166,8418,52,9.4,5.6,12.4,20.6,14208070,4381,54,14.5,13.1,6.3,5.5,0.4,3.9,0.6,1.7,0,"3,000 to 4,999",Major Suburban,"$200,649 to < $226,769",$1.3593 and over
CROWLEY ISD,220912,220 TARRANT,11,Met Standard,22,15002,41.2,29.4,21.8,0.7,4.1,0.2,2.6,62.7,12.2,9.1,12.3,29.9,7.1,95.5,0.6,95.7,94.6,994,795,67,67,65,68,66,68,59,68,77,69,83,79,75,62,66,16.6,1349,19,1581.4,941,0.8,3.9,9.2,59.5,13,13.7,111016,78943,61046,54153,35,9.5,15.9,41.9,9.1,24.4,21.9,17.8,9.6,70.7,2,78.5,11.2,0,4.1,5.8,0.4,319517,1.67,144733305,9649,34.1,57.1,8.9,20146309,0,142470332,118550594,7903,59.4,5.5,6.5,10.2,18.4,70359451,4691,62.6,18.4,8.3,3.3,4,0.6,1.9,0,0,0.9,"10,000 to 24,999",Major Suburban,"$312,844 to < $324,855",$1.3593 and over
KENNEDALE ISD,220914,220 TARRANT,11,Met Standard,5,3181,18.9,22.4,50.7,0.8,3.9,0.4,3,42.1,6.1,8,6.3,27,7.6,96.4,0.7,94.8,96.8,226,181,82,83,79,81,80,87,72,78,87,71,95,-1,88,74,53.1,23.3,1438,21.8,385,205,2.1,3.9,5.8,53.2,10.2,24.8,109640,73686,60843,55654,23.8,8.3,15.5,28.8,11.7,18.1,13.8,5.4,9.8,82.9,2,83.2,5.5,0,2,5.3,4,312301,1.512,29961800,9521,41,53.1,6,3667660,0,31333677,25487248,8099,59.7,7.5,6,10.4,16.5,15214865,4835,66.6,15.1,7.2,0.4,3.6,1.2,2.8,1.7,0.8,0.8,"3,000 to 4,999",Major Suburban,"$299,922 to < $312,844",$1.3593 and over
AZLE ISD,220915,220 TARRANT,11,Met Standard,12,5970,0.8,18.7,77,0.6,0.6,0,2.4,47.2,3.9,8.3,3.9,28.1,7.8,95.5,0.4,91.4,97.3,388,326,79,80,79,82,76,69,69,74,80,67,100,.,83,73,59,26.2,1415,21.4,732.5,358.5,0.8,3,8.4,48.9,11.8,27,98268,68329,57668,49405,7.5,8.2,16.7,26.8,11.8,17.7,16.8,0,3.6,94.7,1.7,79.6,11.2,3.8,0.7,4.7,0.1,385744,1.19,49210493,8324,32.4,58.1,9.5,6308847,0,53461787,45811585,7749,56.3,5.6,5.3,12.3,20.6,25785875,4362,61.6,14.1,9,0.8,5.9,2.2,3.7,1.4,0.5,1,"5,000 to 9,999",Major Suburban,"$382,231 to < $400,089",$1.1251 to under $1.2365
HURST-EULESS-BEDFORD ISD,220916,220 TARRANT,11,Met Standard,30,22129,17.1,29,41.6,0.5,6.7,2.3,2.8,53.2,12.4,8.5,11.6,19.2,6.6,96.7,0.6,95.5,97.8,1422,1244,87,87,82,88,91,88,81,84,91,91,94,77,86,83,63.2,30.5,1465,21.1,2439.5,1307.1,1.1,2.8,8.4,53.6,7.5,26.6,106048,85157,65596,56169,22.6,9.1,16.9,23.7,12.7,30.9,11.1,3,9.9,84.3,2.8,39.5,7.3,37,4.1,3.8,8.3,386688,1.408,204864828,9408,29.1,62.2,8.8,22903830,0,263556895,171173367,7861,62.2,5.5,5.4,8.6,18.2,106509227,4891,63.5,15.6,6.8,3.1,3,2,2.8,1.1,0.3,1.8,"10,000 to 24,999",Major Suburban,"$382,231 to < $400,089",$1.3593 and over
CASTLEBERRY ISD,220917,220 TARRANT,11,Met Standard,7,3938,1.2,76.6,20.3,0.3,0.3,0.1,1.2,86.9,30.6,7.1,30.4,17.1,5.8,95.5,1.6,87.6,95.7,174,132,71,71,65,75,70,69,66,71,75,59,67,.,63,70,42,9.6,1330,19.6,498.5,228.4,2.2,3.2,6.7,45.8,11.9,30.1,91019,70132,53515,51679,29,7.9,17.2,47.2,8.3,27.5,27.8,1.8,18.8,77.7,1.8,70.4,7.1,2.2,14.6,2.7,3.1,115213,1.453,37251858,9783,67.8,20.5,11.7,9224558,0,51071588,28812146,7566,58.4,7.8,5.9,11.9,16,16823527,4418,61.6,10.5,15.8,3.1,1.9,1.8,2.6,0.2,1.4,1.2,"3,000 to 4,999",Major Suburban,"$101,960 to < $151,909",$1.3593 and over
EAGLE MT-SAGINAW ISD,220918,220 TARRANT,11,Met Standard,26,18155,9.6,35.5,47.1,0.6,3.7,0.3,3.2,40.4,8,8.1,8.1,22.5,6.7,95.9,1,94.4,96.3,999,793,80,82,74,77,82,84,74,76,84,76,84,75,83,73,55.7,27.7,1452,21.2,2066.7,1071.3,1,2.9,9.8,51.8,8.4,26,112620,81565,63707,53855,21.5,8.8,16.9,26.3,11.8,21.4,17,1.4,8.7,86.4,3.4,70.7,8.9,3.1,3.6,4.8,8.9,341870,1.54,171114215,9682,36.4,57.5,6.1,22560356,0,178395473,138911774,7860,57.4,5.2,6,11.6,19.7,79730999,4511,69.5,14.4,2.9,0.7,3.5,0.4,3.9,1.2,2.1,1.4,"10,000 to 24,999",Major Suburban,"$340,343 to < $382,231",$1.3593 and over
CARROLL ISD,220919,220 TARRANT,11,Met Standard,11,7791,1.9,8.3,75.1,0.3,10.4,0.2,3.8,2.1,1.2,7.6,1.2,17.7,23,96.7,0.1,98.8,99.3,589,551,98,98,96,98,97,97,97,96,98,96,99,95,98,93,95.9,71.5,1719,26,999.6,521.8,1.2,2.5,7.9,52.2,10.2,25.9,114125,74726,62942,52348,17.4,7.8,14.9,18.9,13.2,25.9,11.5,1.9,4,89.8,4.2,76,10.6,2.3,1,1.9,8.2,692379,1.4,89269789,11598,10,85.4,4.6,23739059,0,102155139,64780630,8416,58.3,6.5,5.3,10.4,19.6,37732554,4902,63.8,20.2,3.3,0.6,2.5,1.4,6.7,1.5,0,0.1,"5,000 to 9,999",Major Suburban,"$683,703 to < $2,233,241",$1.3593 and over
WHITE SETTLEMENT ISD,220920,220 TARRANT,11,Met Standard,10,6552,6.3,34.8,52.2,0.5,1.8,0.2,4.2,53.5,9.2,9.8,12,24.5,4.9,94.6,1.1,92.2,94.4,402,282,77,79,71,76,80,76,69,75,79,71,88,92,79,72,49,21.3,1371,20.3,756,400.2,1.2,3.5,7.2,52.9,11.7,23.4,101544,68916,56188,48980,21.9,8.7,16.4,34.8,10.8,14.4,16.6,1.5,9,87,2.5,72.9,9.4,4.6,7.3,3.4,2.4,232424,1.54,64761554,9942,43.7,49,7.3,15068905,0,66365592,51208683,7861,53.1,13.7,5.7,10.1,17.4,27198864,4175,64.1,14.3,7.8,3.3,2.7,0.8,2.6,1.4,1.2,1.8,"5,000 to 9,999",Major Suburban,"$226,769 to < $239,665",$1.3593 and over
TEXAS COLLEGE PREPARATORY ACADEMIE,221801,221 TAYLOR,14,Met Standard,30,12522,13.6,27.6,50.2,0.4,3.7,0.2,4.3,41.9,4.3,8.1,4.3,1.9,0,98,1.8,61.5,80.8,235,151,73,80,71,69,69,67,62,70,77,73,93,55,76,65,51.9,41.8,1588,22.9,555.2,421,0,6.1,2.5,75.8,5.5,10,.,56627,44931,40749,22.2,22.6,29.7,78.2,3.8,13.7,32.4,11,8,75.1,5.9,90.6,9.1,0,0.4,0,0,.,.,69050775,6553,96.2,0.9,2.9,0,769234,66132864,65577399,6224,76.4,8.3,6.3,5,4.1,50069323,4752,87.2,10.3,2.1,0.2,0,0,0.1,0.2,0,0,"10,000 to 24,999",Charters,Non-taxing entities,Non-taxing entities
ABILENE ISD,221901,221 TAYLOR,14,Met Standard,33,17184,11.8,41.9,40.1,0.4,1.9,0.1,3.8,65.6,4,10.7,3.9,25.9,5.6,95.4,1,93.6,95.2,981,753,77,76,71,80,81,73,66,73,85,81,87,69,77,72,55.7,22,1410,20.3,2258.4,1121.2,0.9,2,9.8,49.6,15.2,22.4,104431,72763,53706,47049,21.3,7.6,15.3,28.6,13.8,19.1,13.7,3.1,8.6,85.3,3,72.3,8.5,9.3,0.8,4.6,4.5,227670,1.153,150222915,8841,49.6,33.6,16.8,25585211,0,154399070,140063175,8243,56.1,7.8,5,9.4,21.7,78625788,4627,57.1,16,14.1,0.7,3.1,0.7,3,1,1.7,2.6,"10,000 to 24,999",Other Central City,"$226,769 to < $239,665",$1.1251 to under $1.2365
MERKEL ISD,221904,221 TAYLOR,14,Met Standard,5,1179,0.9,23.1,73.5,0.7,0,0.1,1.7,57.3,1.7,11.8,1.6,25.3,6.2,95.6,0.8,86.8,92.1,68,56,76,76,72,74,77,86,50,71,77,100,.,-1,86,69,55.9,26.3,1624,20,188.8,99.4,1.3,3.7,4.8,52.7,12.7,24.8,79292,61972,51662,42720,17.1,6.2,11.9,23.1,15.2,14.1,12.3,0,4,94,2,67.8,12,12.8,0.6,4.4,2.4,306098,1.055,11894834,10072,56.6,35.3,8.1,3604771,0,11632795,11083218,9385,54.2,6.3,6.7,13.2,19.6,6001540,5082,57.2,15.2,11.4,0.4,5.1,0.6,4.8,1.6,3,0.9,"1,000 to 1,599",Other Central City Suburban,"$299,922 to < $312,844",Under $1.1251
TRENT ISD,221905,221 TAYLOR,14,Met Standard,1,177,1.1,11.9,84.2,0,0.6,0,2.3,41.2,1.1,6.2,1.1,28.8,1.7,96.6,0,100,100,14,11,83,88,76,84,86,63,-1,82,82,.,-1,.,100,77,57.1,12.5,-1,19.3,27,19.2,2.8,3.7,0,71.3,7.4,14.8,89200,61500,.,37382,7.4,6.6,9.2,31.2,11.2,11.6,15,5.2,5.2,89.6,0,73.5,3.3,5.2,0,18,0,583088,1.345,2734451,15991,19.8,75.4,4.8,332576,0,2566530,1936291,11323,53.9,10.8,6.7,12.9,15.6,1043688,6103,68.2,7.1,4.2,0,10.7,0.7,6.8,0,2.3,0,Under 500,Rural,"$525,059 to < $683,703",$1.2365 to under $1.3593
JIM NED CISD,221911,221 TAYLOR,14,Met Standard,4,1051,0.3,10.4,87.3,0.3,0.4,0,1.4,29.3,0.3,7.2,0.2,32.7,6.9,96.3,0.6,96.5,95.9,83,49,91,93,91,93,87,85,-1,88,92,100,100,.,79,85,81.9,33.8,1501,22.4,164.2,89.5,0.9,3,5.5,54.5,11.6,24.5,98190,65057,47465,45044,5.3,6.4,11.7,12.8,16.3,11.3,11,0,0,98.9,1.1,78.2,9.6,3.6,0,6.5,2.2,367118,1.11,12616270,12442,43.4,42.4,14.3,5998790,0,11197077,10716770,10569,59.1,5.7,4,9.4,21.8,6334425,6247,52.7,30.8,6.1,0.1,4.6,0.4,5.3,0,0,0,"1,000 to 1,599",Non-metropolitan Stable,"$340,343 to < $382,231",Under $1.1251
WYLIE ISD,221912,221 TAYLOR,14,Met Standard,6,3829,3,14,77.3,0.4,2.1,0.1,3.2,15.3,0.6,6.6,0.6,22.9,3.8,96.5,0.2,99,98.6,198,176,91,92,91,93,88,89,85,87,92,86,97,100,90,83,83.3,40.6,1528,23.5,409.3,227.8,1,2.8,5.1,55.7,10.7,24.7,93736,68527,53535,41800,12.9,9.4,16.8,33.9,12.2,11.5,10.2,0,7.9,91.7,0.4,85.9,6.2,0.4,0.1,3.4,4,353802,1.04,26328726,7215,33.8,59.5,6.7,3802936,0,31661165,22221628,6090,57.9,4.8,5.7,10.6,20.9,12873900,3528,70.5,14.3,2.8,0,4.6,0.9,5.4,0.4,1.1,0,"3,000 to 4,999",Other Central City Suburban,"$340,343 to < $382,231",Under $1.1251
TERRELL COUNTY ISD,222901,222 TERRELL,18,Met Standard,1,140,0.7,55,42.9,0,0,0,1.4,30,1.4,7.1,1.4,32.9,1.4,95.5,0,-1,100,5,4,80,85,89,73,67,82,.,72,90,.,.,.,-1,61,40,-1,.,-1,33.7,15.2,4.4,1.5,7.6,45,14.8,26.7,54723,88474,47396,46268,53.3,4.1,9.2,18.1,13,35.8,17.5,0,29.3,70.7,0,78.8,2.8,7.8,1.4,9.3,0,4561810,1.317,3987153,34372,21,75.9,3.1,-357535,0,4837136,3146089,27121,43,12.8,4.9,18.4,21,1352527,11660,63,13.5,8.2,0,5.7,0,8.9,0,0.7,0,Under 500,Rural,"$2,233,241 and over",$1.2365 to under $1.3593
BROWNFIELD ISD,223901,223 TERRY,17,Improvement Required,6,1782,2.8,76.8,18.8,0.1,0.6,0,1,73.7,7.5,7.1,7.2,37.1,5.7,95.5,2.7,97.4,95.5,112,73,64,62,60,63,75,65,53,63,71,-1,93,.,89,59,40.2,15.6,1280,19.7,309.9,143.3,0.6,3.1,11.1,46.2,17.5,21.5,115000,68974,53023,42912,41.8,5.8,12.4,41.8,11.2,9.3,24.3,1.4,18.5,79.5,0.7,66.1,11.3,9.2,0.3,7.6,5.6,468514,1.24,21177311,11516,21.1,59.8,19.1,3928118,0,20945427,18565154,10095,52.1,9.5,5.6,10.6,22.3,9665679,5256,48,21,14.9,0.3,3.9,0.2,4.9,0,5.6,1.3,"1,600 to 2,999",Non-metropolitan Stable,"$441,532 to < $469,944",$1.2365 to under $1.3593
