DISTRICT,DZCAMPUS,DA00A001S15R,DB00A001S15R,DW00A001S15R,DH00A001S15R,DI00A001S15R,D200A001S15R,D300A001S15R,D400A001S15R,DE00A001S15R,DA00AR01S15R,DA00AM01S15R,DA00AC01S15R,DA00AS01S15R,DA00AW01S15R,DA0AT14R,DA0912DR14R,DAGC4X14R,DAGC5X13R,DA0GH14N,DA0CC14R,DA0CT14R,DA0CSA14R,DA0CAA14R,DA0GR14N,DPSTTOFC,DPSATOFC,DPSTURNR,DPSTEXPA,DPSTTOFP,DPSUTOFP,DPSSTOFP,DPSCTOFP,DPSETOFP,DPSXTOFP,DPSAMIFP,DPSAKIDR,DPSTREFP,DPSTVOFP,DPSTBIFP,DPSTCOFP,DPSTSPFP,DPSTGOFP,DPSTBLFP,DPSTWHFP,DPSTHIFP,DPSTO2FP,DPST05FP,DPSTADFP,DPSTKIDR,DPSTTOSA,DPSUTOSA,DPSSTOSA,DPSCTOSA,DPETALLC,DPETWHIP,DPETBLAP,DPETHISP,DPETINDP,DPETASIP,DPETPCIP,DPETTWOP,DPETECOP,DPETLEPP,DPETSPEP,DPETVOCP,DPETBILP,DPETGIFP,DPFVTOTK,DPFTADPR,DPFRAALLT,DPFRAALLK,DPFRASTAP,DPFRAFEDP,DPFUNAB1T,DPFUNA4T,DPFEAALLT,DPFEAOPFT,DPFEAOPFK,DPFEAINSP,DPFEAINST,DPFEAINSK,DPFPAREGP,DPFPASPEP,DPFPACOMP,DPFPABILP,DPFPAVOCP,DPFPAGIFP,DPFPAATHP,DPFPAHSAP,DPFPREKP,DPFPAOTHP,DZRVLOCP,DZEXADMP,DZEXADSP,DZEXPLAP,DZEXOTHP,DISTNAME,REGION,DZRATING,DZCNTYNM,DISTSIZE,COMMTYPE,PROPWLTH,TAXRATE
198903,3,90,79,92,87,,93,77,,86,89,95,92,94,88,96.9,0.3,98.5,95.6,54,31.4,52.2,1417,20.1,67,116,229.3,21.7,12.8,50.6,5.2,2.2,1.9,7.4,32.6,10.4,4.8,87,4.5,0,5.2,3.4,0,3.6,95.5,0,0.9,28.4,10.8,9.5,44971,52293,70952,76209,1101,74.9,6.4,15.6,0,1.6,0,1.4,38.1,2.4,9.8,27.1,2.4,7.7,2260791,1.26,24353515,22343,30.1,4.6,10162157,0,29802998,16185761,14849,51.7,8366800,7676,59.8,23.4,4.4,0.4,4.3,0.6,2,0.7,3.3,1.1,65.3,6.8,4.3,16.5,20.7,FRANKLIN ISD,06,Met Standard,198 ROBERTSON,"1,000 to 1,599",Other Central City Suburban,"$1,678,318 and over",$1.2401 to under $1.3690
198905,3,53,48,61,56,-1,73,-1,,52,52,46,55,53,59,94.2,1.8,91.2,81.8,40,4,48.1,1223,16.9,52,71.9,166.1,59.3,7.7,43.3,8.1,3.6,2.6,11.1,31.3,55.8,5.6,79,7.1,0.3,4.1,3.7,5.8,30.6,59.8,8.2,1.4,57,18.1,13,41356,42603,59959,69003,933,9.9,47.1,41.7,0.1,0.2,0,1.1,90.7,13.8,12.4,22.1,13.1,4,471523,1.27,11343605,12171,32.6,14.5,2565689,0,11161324,10063177,10797,58.1,5844710,6271,51,12.2,21.2,0.7,5.3,0.4,3,0.5,3.6,2.1,53,7.8,5.7,13,15.4,HEARNE ISD,06,Improvement Required,198 ROBERTSON,500 to 999,Other Central City Suburban,"$426,008 to < $476,841",$1.2401 to under $1.3690
198906,2,95,93,97,94,,-1,83,,94,95,100,97,92,90,96.8,0,100,100,32,30,55.6,1502,-1,36,38,67.9,29.7,10.2,56,8.8,3,0.5,13.3,18.4,21.4,9,70.3,3.8,2.3,21,2.6,0,2.6,94.7,2.6,0,31.6,7,16.1,45535,48385,111256,165810,612,32.2,6.7,57.4,0,1.3,0,2.5,76.1,15,8.2,15.8,15,12.1,209833,1.04,5586309,9389,67.4,7.2,6912050,0,4036417,4030332,6774,61.2,2467313,4147,67.2,5.5,15.2,1.1,3.6,0.4,0,0,7.1,0,25.4,4.8,4.4,9.2,20.4,MUMFORD ISD,06,Met Standard,198 ROBERTSON,500 to 999,Rural,"$180,893 to < $213,468",Under $1.1398
199901,19,89,81,91,83,82,91,93,86,79,89,91,91,90,83,96.9,0.3,95.2,97,818,41.8,74.6,1551,22.9,1007,919.3,1545.4,9.3,12.6,59.5,12.2,2.9,2.1,4.5,18.8,14.2,9.6,80.1,3.8,3.3,2,7.6,3.2,1.7,88.3,7.7,2.3,19.6,33.5,16.2,52433,58771,78570,96642,14902,64.6,6.6,21.1,1,2.9,0.2,3.6,24.7,7.4,8.6,26,7.4,7.2,401324,1.46,146646264,10098,29.2,4.4,44101148,0,149809662,118783074,8179,57.6,68386254,4709,66.3,16.6,4.2,2.8,2.9,0.8,4.1,0.6,1.2,0.4,66.4,5.7,5.5,10.8,20.4,ROCKWALL ISD,10,Met Standard,199 ROCKWALL,"10,000 to 24,999",Other Central City Suburban,"$393,190 to < $426,008",$1.3690 and over
199902,9,81,76,85,74,83,84,85,-1,73,83,86,80,75,77,96.1,1.7,87.8,96.1,229,28.4,64.9,1421,21.6,271,346.9,699.1,16.2,11.5,49.6,7.1,3.2,1,8.3,30.8,19,7.2,74.3,4.1,5.6,3.2,8,4.9,3.5,89.6,6,0.9,27,22,14.6,47634,56065,73914,104599,5061,60.3,5.9,29.6,0.7,0.9,0.1,2.5,36.3,8.9,7.5,25.4,8.8,10.9,213836,1.67,49981745,9980,54,4.9,9895353,0,49782365,40745607,8136,53.8,21911562,4375,66.3,15.2,4.4,3,4.5,0.6,4.9,0.7,0.6,0,41.1,8.6,6.6,10.5,20.5,ROYSE CITY ISD,10,Met Standard,199 ROCKWALL,"5,000 to 9,999",Other Central City Suburban,"$213,468 to < $233,451",$1.3690 and over
200901,5,75,63,82,66,-1,90,100,,67,74,79,75,76,72,95.8,0.3,98.3,98,48,22.5,66.7,-1,20.4,60,82.2,152.3,18.4,13.3,54,6.4,2.9,0,15.4,21.2,11,6.3,73.9,5.4,0.4,8,8.2,4.1,1.2,93,5.8,0,22.9,5.8,11.7,40994,52764,68485,,963,49.5,1.6,46.3,0.1,0.9,0,1.6,57.6,2.1,7.8,27.9,2.1,8.1,252870,1.17,11669883,12068,56.7,13.1,3589735,0,9978755,9492825,9817,55.6,5273494,5453,51.3,23.5,9.7,0.1,5.2,2.2,4.8,0.2,1.9,1.2,30.2,10,5.7,9.1,19.6,BALLINGER ISD,15,Met Standard,200 RUNNELS,500 to 999,Non-metropolitan Stable,"$233,451 to < $256,362",$1.1398 to under $1.2401
200902,3,87,-1,90,83,,,,,80,87,92,80,94,87,96.8,0.7,100,97.6,31,14.3,84.8,-1,19.8,33,40.3,72,16.9,13.1,56,5.9,2.9,2.8,13.9,18.6,20.4,6.1,80.4,6.9,0.6,2.7,4.5,5,0,90.1,9.9,0,19.8,12.1,10.8,39708,45083,69139,74402,437,62.7,0.2,36.6,0,0.5,0,0,33.6,5.3,6.9,32.7,5.3,7.1,153426,1.236,4584559,10515,74.4,4.8,1112647,0,4590090,4296029,9853,56.5,2425918,5564,66.6,6.4,10.9,0.4,5.2,0.3,7.4,1.1,0.9,0.7,20.8,10.2,4,9.5,19.9,MILES ISD,15,Met Standard,200 RUNNELS,Under 500,Rural,"$103,884 to < $153,471",$1.1398 to under $1.2401
200904,3,65,64,75,60,,71,-1,,59,68,88,65,64,52,96.1,0.6,97.4,97.5,30,11.8,47.2,1355,20.1,36,57.6,114.6,31.2,16.3,50.2,8.8,3.8,2.6,11.3,23.2,20,5.1,81.1,5.1,0.1,7,3.5,3.1,0,87.8,12.2,0,26.1,8.6,10.2,40167,41536,67842,70309,587,33.7,1.4,62.5,0,0.3,0.2,1.9,74.4,3.7,8.9,29,3.1,10.6,335659,1.04,6855572,11184,54.9,11.8,1026700,0,7055700,6698672,10928,54.5,3650659,5955,55.9,11.1,15.2,0,8.1,1.2,6.2,0.7,1.6,0,33.3,9.5,6.3,11.8,18,WINTERS ISD,15,Met Standard,200 RUNNELS,500 to 999,Rural,"$332,093 to < $369,248",Under $1.1398
200906,2,63,-1,100,57,,,,,67,61,,-1,-1,71,94.5,,,,,,,,,,8,15,12.5,10.5,53.4,6.7,0,6.7,6.7,26.6,13.3,3.7,100,0,0,0,0,0,0,87.5,12.5,0,25,12.5,7,35612,39369,,71712,56,30.4,5.4,62.5,0,0,0,1.8,69.6,5.4,12.5,0,5.4,0,77306,1.225,1015246,15863,85.1,5.6,102300,0,1026572,904066,14126,41.7,377351,5896,79,6.5,10.5,0.5,0,0,1.3,0,2.3,0,9.3,19.3,9.4,10.7,18.9,OLFEN ISD,15,Improvement Required,200 RUNNELS,Under 500,Rural,"Under $103,884",$1.1398 to under $1.2401
201902,5,79,70,86,73,85,90,92,-1,73,80,78,81,78,76,96.1,1.6,94.3,96.6,147,29.2,61.7,1510,20.8,183,241.1,485.8,19.5,12.4,49.6,8.6,2.1,1.6,13.9,24.2,24.2,7.1,78.4,4.6,5.5,3.5,4.7,3.2,8.6,89.1,2.3,0,30.1,18.5,14.4,44025,52250,73935,98807,3462,50.1,19.2,27.4,0.6,0.8,0.1,1.9,61.6,11.9,7.9,23.9,10.8,5.4,483906,1.27,35355885,10263,26,11.3,11473078,0,37697196,28376025,8237,57.8,16399896,4760,59.1,13.6,11.6,0.7,4.6,0.7,3.7,1.5,4,0.6,62.7,5.9,5.4,9.4,21.5,HENDERSON ISD,07,Met Standard,201 RUSK,"3,000 to 4,999",Independent Town,"$476,841 to < $512,265",$1.2401 to under $1.3690
201903,1,58,50,67,67,,-1,,,58,57,100,57,70,45,96.7,0,88.9,100,6,0,75,,17,8,18.5,33.1,27.6,14.3,55.9,1.5,0,4.5,13.5,24.6,56.3,5.2,65.9,9.4,0,13.5,11.2,0,35.2,64.8,0,0,32.4,43.2,9.2,39029,52122,,78000,171,15.2,56.7,26.3,0,0,0,1.8,95.9,12.3,11.1,26.9,12.3,6.4,537480,1.17,2153101,12893,35.8,14.7,464476,0,2020658,1932773,11573,53.7,1038086,6216,55.3,12.6,19.3,0.8,5.7,0.4,5.2,0.7,0,0,49.6,12.7,5.9,9.7,18,LANEVILLE ISD,07,Met Standard,201 RUSK,Under 500,Rural,"$533,171 to < $666,628",$1.1398 to under $1.2401
201904,4,80,92,80,77,,88,,,79,86,83,67,60,80,95.4,0,90.9,90,9,-1,36.4,,-1,11,28.6,52,30.2,13.6,55,1,5.8,3.8,11.5,22.9,3.7,5.3,79.4,5.5,4.8,4,6.3,0,3.5,96.5,0,0,21,30.1,9.7,42306,48058,66345,92631,277,52.7,6.9,35,0,0,0,5.4,68.6,19.9,4,19.1,19.9,7.9,166314,1.17,3131372,10724,71.5,7.6,1257413,0,3024409,2912381,9974,54.2,1579727,5410,61.4,5.8,16.9,0.9,5.7,0.5,5.6,0.9,1.9,0.5,20.9,10.5,5.9,15.5,13.8,LEVERETTS CHAPEL ISD,07,Met Standard,201 RUSK,Under 500,Rural,"$153,471 to < $180,893",$1.1398 to under $1.2401
201907,2,81,74,81,86,88,-1,-1,,82,84,89,80,66,74,96.2,0.9,96.2,93.9,17,16.7,50,-1,20.4,24,29.4,55.5,23.3,12.8,52.8,12,2.7,1.8,0,30.7,15.8,7.4,89.7,3.4,0,0,6.8,0,8.4,91.6,0,0,28.1,20.8,14,42853,40793,73667,88400,410,75.6,13.2,6.8,1.5,0.2,0,2.7,51.5,2.2,10.2,31.5,2.2,10,163222,1.214,4027891,11005,74.4,5.7,654691,0,3660887,3364508,9193,56.3,1895687,5179,65,10.3,11.6,0.8,6.6,0.3,5.4,0.1,0,0,19.9,11.3,5,10.3,17.1,MOUNT ENTERPRISE ISD,07,Met Standard,201 RUSK,Under 500,Rural,"$153,471 to < $180,893",$1.1398 to under $1.2401
201908,2,70,49,77,53,,38,,,64,71,45,72,68,78,95.5,0,88.2,100,26,14.3,46.7,1291,20.4,30,44.2,80.7,29,8.7,54.7,5,2.3,2.5,13.6,22,13.3,6.3,79.6,7.8,0,4.5,4.9,3.2,6.8,93.2,0,0,49.8,20.8,11.5,40377,46315,60939,72500,510,73.9,14.5,8.4,0,0,0,3.1,48.8,1,8.4,28.4,1,8.2,139702,1.489,5838877,10793,70.3,6,648679,0,5533087,4837726,8942,53.1,2567354,4746,63.3,11.8,9.2,0,5.4,1.1,6.7,1.4,0.7,0.5,23.8,8.2,7,13.5,18.3,OVERTON ISD,07,Met Standard,201 RUSK,500 to 999,Rural,"$103,884 to < $153,471",$1.3690 and over
201910,4,80,74,83,81,-1,79,-1,,75,80,82,80,79,83,96.1,1.6,95.9,94.7,104,22,41.3,1456,20.2,121,104,200.9,20.7,10.8,51.8,7.8,2,2.5,7,29,29.7,8.5,77.5,7.5,1.1,3.6,4.7,5.6,9.6,84.6,3.8,1.9,36.5,22.1,16.5,48286,59438,78225,122315,1713,47,24.8,25.6,0.3,0.1,0,2.2,55.6,10.3,7,26,9.8,8.9,848502,1.17,19372356,11316,19,9.4,4956971,0,37386964,14628445,8545,51.3,7505787,4384,57.5,16.6,8.3,1.4,6.8,3.9,5,0,0.6,0,71.6,7.1,5.3,12,24.3,TATUM ISD,07,Met Standard,201 RUSK,"1,600 to 2,999",Other Central City Suburban,"$666,628 to < $1,678,318",$1.1398 to under $1.2401
201913,1,76,88,82,70,-1,-1,-1,,73,77,81,66,76,83,96,0.5,82.5,88.6,25,5.6,51.4,1373,19,35,58,106.3,12.7,13,54.5,3.1,6.1,1.9,14.1,20.2,20.5,6.2,77,5.5,0.4,8.6,6.7,1.7,5.2,82.8,8.6,3.4,31,15.5,11.4,39618,49220,59050,86619,661,42.1,2.1,53.1,0.8,0.2,0,1.8,79.3,28.9,6.4,24.7,15.6,3.5,167680,1.55,7427166,11660,66.1,7.6,1068213,0,7163444,6256212,9821,54.2,3389120,5320,52.3,10,14.6,6.7,3.5,0.5,7.9,1.2,2.9,0.5,26.3,8.7,5.9,11,20.3,CARLISLE ISD,07,Met Standard,201 RUSK,500 to 999,Rural,"$153,471 to < $180,893",$1.3690 and over
201914,4,75,59,80,73,50,67,,,71,75,88,70,70,75,97.2,0,94.2,98.3,47,5.9,50.7,-1,17.8,67,81.6,159.8,20.6,11,51,4.2,4.2,2.5,11.7,26.4,16.2,6.7,84.8,2.9,0,3.8,8.3,0.2,3.7,95.2,0,1.1,37.5,13.3,13.1,42749,57195,76066,102279,1071,58.9,14.8,23.1,1.1,0,0,2.1,64,10.4,9.1,25.8,10.4,2.9,457050,1.36,12016683,11147,32.1,7.7,1555846,0,11626609,10220276,9481,49.3,5042051,4677,52.5,10.8,19,2.5,4.4,0.4,7.8,1,1.6,0,60.2,7.6,8.5,14.7,19.8,WEST RUSK COUNTY CONSOLIDATED ISD,07,Met Standard,201 RUSK,"1,000 to 1,599",Non-metropolitan Fast Growing,"$426,008 to < $476,841",$1.2401 to under $1.3690
202903,3,79,61,81,79,-1,74,100,,73,81,88,76,75,73,94.4,2.7,85.9,93.1,49,39.4,62.3,1506,22.2,53,69,142.7,24.4,15.4,48.4,6.6,2.1,1.4,7.7,33.8,13.9,6.2,83.6,4.9,0.2,4.3,5.6,1.3,5.8,89.9,2.9,1.4,31.1,21.7,12.8,44572,52364,75564,101534,881,75.8,10.4,7.6,0.6,0.6,0,5,58.6,2.4,10.9,20.4,2.4,6.1,477580,1.04,9957322,11125,34.9,16.6,3245007,0,12394831,8910785,9956,56.5,5033124,5624,57.4,18.3,16.1,0.3,3.2,1,3.7,0,0,0,48.5,6.7,5,11.3,20.5,HEMPHILL ISD,07,Met Standard,202 SABINE,500 to 999,Non-metropolitan Stable,"$476,841 to < $512,265",Under $1.1398
202905,2,69,39,72,58,,87,,,65,71,65,72,65,64,94.9,0,98.3,92.1,46,8.3,64.3,1343,19.9,56,57.1,99,2.9,12.9,57.7,8.1,5.8,2,10.2,16.2,7.1,7,87.5,5.5,0,5.3,1.7,0,3.5,94.7,1.8,0,31.3,19.7,12.1,39555,35984,63843,79303,690,82.8,10,3.3,0.1,0,0,3.8,77.1,0.9,9.7,30.4,1,8.4,149504,1.355,7252677,10603,69.4,8.9,2617423,0,6774227,5983247,8747,54.3,3250476,4752,54.1,8.4,16.8,0.1,6.7,0.5,8.5,1.4,3.6,0,21.6,8,4.8,11,21.8,WEST SABINE ISD,07,Met Standard,202 SABINE,500 to 999,Rural,"$103,884 to < $153,471",$1.2401 to under $1.3690
203901,2,55,49,67,58,,47,88,,51,56,61,67,42,42,96.1,1,96.9,94.7,25,8,80.6,1292,18,31,68.5,143,24,15.6,47.9,3.3,3.2,2.7,11.2,31.7,38.1,5.4,66.2,9.3,9.3,7.3,5,2.9,17.5,79.6,1.5,1.5,31.9,34.6,11.2,44166,56887,59066,70469,766,21.1,54.4,21,0,0.7,0,2.7,80.2,9.7,12.7,31.9,9.5,7.8,804794,1.27,9339826,11719,14.9,16,785039,0,12834649,8804923,11048,51.5,4536803,5692,41.2,12.7,19.3,1.1,7.4,4.8,5.5,0.8,7.4,0,69.2,9.9,6.2,9.4,23,SAN AUGUSTINE ISD,07,Improvement Required,203 SAN AUGUSTINE,500 to 999,Rural,"$666,628 to < $1,678,318",$1.2401 to under $1.3690
203902,2,63,-1,62,57,,71,,,59,68,77,51,50,48,93.8,0.8,86.4,91.2,16,12.5,80,,18,20,35.4,67,22.3,14.7,52.9,3.2,2.2,3,6,32.8,4.5,6.2,80.8,7.2,0,5.6,6,0.4,0,100,0,0,25.4,12.8,11.8,43902,41376,68565,75451,418,88.5,1.2,6.7,0.5,0.2,0,2.9,75.4,2.2,9.3,27.3,2.4,10.3,363119,1.17,4461491,10572,58.9,10.7,1167231,0,4569299,3949808,9360,50.2,1983649,4701,50.9,16.1,20,0.2,6.3,0.4,2.8,1.2,2,0,30.4,11,8.1,10.4,20.3,BROADDUS ISD,07,Met Standard,203 SAN AUGUSTINE,Under 500,Rural,"$332,093 to < $369,248",$1.1398 to under $1.2401
204901,4,69,60,72,67,82,79,-1,,62,70,72,66,76,57,95.7,0,99,96.3,92,9.4,61,1344,19.1,105,109.3,273.9,32.2,9.3,39.9,9.1,3.8,2.2,10.9,34.1,28.2,5.5,64,9.7,0.2,6.8,12.1,7,17.7,75.2,5.3,1.8,43.6,17.1,13.8,43040,52777,62722,92951,1512,66.1,22.7,7.5,0.4,0.3,0.1,2.9,62.6,1.1,8.9,30.7,0.8,5.7,640829,1.095,16589836,11127,19.1,14,2958597,0,19219291,15851886,10632,49.2,7797182,5229,56.5,15.6,12.7,0.1,7.2,0.2,4.3,1.4,0.9,1,66.9,6.6,5.3,13.2,25.7,COLDSPRING-OAKHURST CISD,06,Met Standard,204 SAN JACINTO,"1,000 to 1,599",Independent Town,"$533,171 to < $666,628",Under $1.1398
204904,4,66,66,68,62,-1,62,70,,63,65,78,72,74,47,95.7,3.2,95.5,93.3,99,16.3,38.9,1331,18.7,126,138,282.7,18.8,8.7,48.8,5.7,3.2,1.4,12.7,28.2,16.9,6.8,70.4,9.1,4.8,4.3,9.1,2.3,3.6,91.2,3.7,1.4,49.8,14.4,13.9,44765,55770,66820,89239,1921,63.6,6.9,26.7,0.2,0.7,0,1.9,70.6,11.5,6.7,30,11.5,4.1,167210,1.36,19262030,9991,64.3,11.7,4015569,0,18910047,16430852,8522,54.8,9006758,4672,53.6,16.8,13.2,1.4,8.6,1.1,2.8,0,2.5,0,24,5.9,5.2,11.6,22.4,SHEPHERD ISD,06,Met Standard,204 SAN JACINTO,"1,600 to 2,999",Independent Town,"$153,471 to < $180,893",$1.2401 to under $1.3690
205901,5,66,68,72,62,47,74,-1,-1,63,69,61,59,68,61,95,0.8,93.5,98.3,81,6.3,31.1,1301,16.3,103,123.6,276.4,16.7,11,44.7,8.8,2.5,1.4,12.9,29.6,35.9,6.7,78.8,7.1,0,5.2,4.8,4.1,3.2,71.3,21.4,4,35.4,12.4,14.9,47566,54960,67810,90573,1847,33.5,2.6,61.3,0.6,0.3,0.1,1.7,71,8.4,9.6,24,8,3.3,309368,1.071,18117814,9673,45.4,15.1,5264895,0,17487315,16565605,8844,49.5,8197309,4377,49.6,16.1,15.5,1,7,0.7,5,1.3,2.9,0.8,39.5,8.5,5.4,16.4,20.2,ARANSAS PASS ISD,02,Met Standard,205 SAN PATRICIO,"1,600 to 2,999",Other Central City Suburban,"$307,766 to < $322,342",Under $1.1398
205902,7,82,80,89,76,91,89,88,-1,72,82,82,82,83,79,95.5,1.3,91.4,92.3,295,26.7,67.3,1441,19.5,312,279.1,544.8,16.7,13.3,51.2,6.8,2.8,1.3,10.9,27,39.4,8.4,80.7,2,0.1,2.8,9.7,4.8,0.7,75.5,22,1.8,22.6,26.6,16.4,49571,59211,72447,96529,4588,39.9,1.4,55.1,0.8,1,0.1,1.8,41.6,2.9,9.3,13.7,2.8,7,245678,1.35,42084927,9315,50.8,4,8493101,0,44648603,33725619,7465,56,18872441,4177,68.7,14.2,7.1,0.1,2.5,0.3,3.7,1.8,0.8,0.8,45.2,6,6.4,11.3,20.4,GREGORY-PORTLAND ISD,02,Met Standard,205 SAN PATRICIO,"3,000 to 4,999",Other Central City Suburban,"$233,451 to < $256,362",$1.2401 to under $1.3690
205903,5,79,73,85,76,86,82,63,-1,74,78,83,82,82,76,94.6,1.2,92.6,95.5,107,13.3,34.1,1359,20.6,132,141.5,320.5,15.1,12,44.2,6.5,2.2,1.2,20.5,25.3,41,7.1,85.7,3.8,0.2,0,10.3,0.1,2.1,74.9,21.5,1.5,26.7,13.6,16.2,51147,56141,74654,103439,2290,39.4,1.6,54.1,0.4,1.7,0.2,2.5,48.8,7.1,7.4,22.3,6.9,2.7,550338,1.08,22003574,9529,14.6,8.4,8734042,0,19502318,18618047,8063,54.7,10191933,4414,58.8,19.1,11.3,0.5,2.9,1.9,4,0.2,1.4,0,77,8.8,5.3,11.8,19.4,INGLESIDE ISD,02,Met Standard,205 SAN PATRICIO,"1,600 to 2,999",Other Central City Suburban,"$533,171 to < $666,628",Under $1.1398
205904,4,55,33,62,54,,,,,51,59,80,49,44,43,94.3,1.7,87.1,79.7,67,4.4,54.2,1209,15.9,83,107.1,254.1,35.7,10.9,42.2,12.9,3.7,2.8,8.1,30.4,74.6,6.7,80.9,4.7,0,0,9.1,5.4,0.5,42.1,56.5,0.9,44.6,24.1,15.9,45087,46704,66727,69635,1705,6.8,0.6,92.1,0.1,0,0,0.3,84.8,3,9.6,18.4,2.1,2.6,165348,1.375,23390436,13890,52.5,23.2,6318000,0,22548517,19680008,11686,53.9,10609035,6300,39.4,21.9,29.2,0.6,3.1,0.5,4.4,0.6,0,0.3,24.3,7.2,4.8,12.5,21.6,MATHIS ISD,02,Met Standard,205 SAN PATRICIO,"1,600 to 2,999",Non-metropolitan Stable,"$153,471 to < $180,893",$1.3690 and over
205905,3,79,100,89,78,-1,-1,,,77,80,80,82,76,76,95.7,0.7,94.4,94.8,59,4.4,65.2,1341,18,69,67.9,161.3,31.3,11.6,42.1,6.8,3.7,3.1,11.9,32.4,74.8,6.2,85.3,4.2,4.3,0,1.6,4.7,0,35.3,64.7,0,35.2,11.8,14.8,46621,46589,62742,71530,1002,11.7,0.2,87.3,0.4,0,0,0.4,70.6,4.1,6.1,26.9,3.9,6,235652,1.287,12259551,12272,54.7,12.7,730128,0,11721696,10715366,10726,48.5,5199297,5205,61.1,11.7,12.7,1,3.5,0.3,7.1,1.3,1.5,0,32.6,9.2,5.4,14.7,22.1,ODEM-EDROY ISD,02,Met Standard,205 SAN PATRICIO,"1,000 to 1,599",Non-metropolitan Stable,"$233,451 to < $256,362",$1.2401 to under $1.3690
205906,5,70,94,86,66,-1,86,91,,64,68,74,77,69,67,95.5,0,97.8,98.6,114,4.9,61.4,1272,17.6,132,151.3,322.9,21.8,11.7,46.9,6.5,2.5,2.2,10.8,31.1,59.6,6.7,89.6,5.3,0,1.3,3.9,0,0,55.8,40.9,3.3,37.7,18.7,14.4,47394,53730,69957,90374,2178,14.7,1.5,82.5,0.2,0.4,0,0.6,71,1.1,8.9,27.8,1.1,6.6,152098,1.541,25760620,11693,59.2,12.9,3570970,0,25260436,20835727,9458,52,10839562,4920,63.3,10.9,11.1,0.1,4.6,0.4,5.8,1,2,1,28,5.9,5.9,13.7,22.5,SINTON ISD,02,Met Standard,205 SAN PATRICIO,"1,600 to 2,999",Independent Town,"$103,884 to < $153,471",$1.3690 and over
205907,3,67,-1,88,65,,100,86,,65,64,76,69,75,62,96,1.2,97.5,93.8,59,2.4,58.3,-1,16.1,72,85.5,197,16.7,11.6,43.4,5.5,2.9,1.5,14.9,31.8,69,5.6,77.7,6.7,0,0,11.8,3.8,3.5,57.3,38,1.2,37.8,14,12.9,47318,50594,70618,100838,1106,8.2,0.5,90.4,0.2,0.1,0,0.6,86.6,2.2,10.3,30.5,2.1,5.6,226055,1.475,15332633,14105,45.5,15.7,1759348,0,19758550,12448126,11452,46.4,5778123,5316,31.6,18,32.7,0,6.6,1,6.5,0,3.7,0,38.8,11.6,5.8,17.6,18.6,TAFT ISD,02,Met Standard,205 SAN PATRICIO,"1,000 to 1,599",Other Central City Suburban,"$213,468 to < $233,451",$1.3690 and over
206901,3,87,-1,93,82,-1,-1,-1,,85,88,80,90,76,88,96.2,0,96,100,42,18.2,66,-1,20.5,50,65.2,119.1,30.1,14.1,54.8,8.9,2.2,2,12.5,19.7,19.3,6,69.7,5.1,3.8,10,7.3,4.1,0,96.9,1.5,1.5,28.7,16.8,10.9,41625,47277,64435,79326,710,43.8,0.6,54.1,0.3,0.4,0,0.8,65.8,16.6,10.7,24.6,16.3,7.6,251765,1.32,8631481,12191,56.9,10.6,1200114,0,10531114,7114845,10049,57.3,4077681,5759,56.3,9.6,12.2,1,6.8,1.9,6.2,1.1,4,1,32.5,8.5,5.1,12.1,17,SAN SABA ISD,15,Met Standard,206 SAN SABA,500 to 999,Rural,"$233,451 to < $256,362",$1.2401 to under $1.3690
206902,1,75,-1,77,59,-1,100,,,71,77,79,83,61,62,94.2,0,100,100,8,0,60,-1,18.4,10,13.4,26.3,15.4,13.6,50.8,3.8,0.5,3.8,16.9,24.2,19,4.5,85.1,3.6,0,3.7,7.5,0,0,100,0,0,7.5,15,8.8,41337,48300,48958,82688,117,76.1,1.7,17.9,1.7,0,0,2.6,60.7,0,12.8,29.1,0,0,443061,1.17,1994079,16617,55.1,6.4,642270,0,1794118,1693346,14111,45.1,763095,6359,57.9,8,15.3,0,4.9,0.4,10.7,1.2,1.6,0,38.5,16,1.4,13.1,24.5,RICHLAND SPRINGS ISD,15,Met Standard,206 SAN SABA,Under 500,Rural,"$426,008 to < $476,841",$1.1398 to under $1.2401
206903,1,63,-1,75,38,,-1,-1,,56,74,69,54,42,46,96.4,3.3,83.3,92.3,6,0,72.7,1246,17.4,11,18,27.8,49.1,12.3,64.7,0,5.4,1.8,7.2,20.9,7.2,4.1,77.6,9.1,0,0,9.4,3.9,0,94.4,0,5.6,44.4,22.2,6.3,39449,,65435,72406,113,67.3,4.4,24.8,0.9,0.9,0,1.8,68.1,4.4,11.5,36.3,4.4,3.5,300602,1.17,1951707,15130,61.6,9.6,779075,0,1796250,1594901,12364,54.7,872560,6764,58.7,10.1,19.3,1.2,5.5,0.3,3.5,1.4,0,0.1,28.9,13.6,5.8,11.3,14.6,CHEROKEE ISD,15,Improvement Required,206 SAN SABA,Under 500,Rural,"$285,930 to < $307,766",$1.1398 to under $1.2401
